CODMUNRES,ANO,ABORTOS_SUS_MENOR_30,ABORTOS_SUS_30_A_39,ABORTOS_SUS_40_OU_MAIS
353510,2018,0,0,0
353510,2019,0,1,0
353510,2020,0,0,0
353650,2012,0,0,0
353650,2013,0,0,0
353650,2014,0,0,0
353650,2015,0,0,0
353650,2016,0,0,0
353650,2017,0,0,0
353650,2018,0,0,0
353650,2019,1,0,0
353650,2020,0,0,0
353960,2012,0,0,0
353960,2013,0,0,0
353960,2014,0,0,0
353960,2015,0,0,0
353960,2016,0,0,0
353960,2017,0,0,0
353960,2018,0,0,0
353960,2019,1,0,0
353960,2020,0,0,0
354080,2012,0,0,0
354080,2013,0,0,0
354080,2014,0,0,0
354080,2015,0,0,0
354080,2016,0,0,0
354080,2017,0,1,0
354080,2018,1,0,0
354080,2019,0,0,0
354080,2020,1,0,0
354240,2012,0,0,0
354240,2013,0,0,0
354240,2014,0,0,0
354240,2015,0,0,0
354240,2016,0,0,0
354240,2017,0,0,0
354240,2018,0,0,0
354240,2019,1,0,0
354240,2020,0,0,0
354340,2012,0,0,0
354340,2013,0,0,0
354340,2014,0,0,0
354340,2015,0,0,0
354340,2016,1,0,0
354340,2017,0,0,0
354340,2018,0,0,0
354340,2019,0,0,0
354340,2020,0,1,0
354420,2012,0,0,0
354420,2013,0,0,0
354420,2014,0,0,0
354420,2015,0,0,0
354420,2016,0,0,0
354420,2017,0,0,0
354420,2018,1,0,0
354420,2019,0,0,0
354420,2020,0,0,0
354580,2012,0,0,0
354580,2013,0,0,0
354580,2014,0,0,0
354580,2015,0,0,0
354580,2016,0,0,0
354580,2017,0,0,0
354580,2018,1,0,0
354580,2019,0,0,0
354580,2020,0,0,0
354680,2012,0,0,0
354680,2013,0,0,0
354680,2014,0,0,0
354680,2015,0,0,0
354680,2016,0,0,0
354680,2017,0,0,0
354680,2018,0,0,0
354680,2019,0,0,0
354680,2020,1,0,0
354730,2012,0,0,0
354730,2013,0,0,0
354730,2014,0,0,0
354730,2015,0,0,0
354730,2016,0,0,0
354730,2017,1,0,0
354730,2018,0,0,0
354730,2019,1,0,0
354730,2020,0,0,0
354780,2012,0,0,0
354780,2013,0,0,0
354780,2014,0,0,0
354780,2015,0,0,0
354780,2016,0,0,0
354780,2017,1,0,0
354780,2018,1,0,0
354780,2019,0,0,0
354780,2020,0,0,0
354850,2012,0,0,0
354850,2013,0,0,0
354850,2014,0,0,0
354850,2015,0,0,0
354850,2016,0,0,0
354850,2017,0,0,0
354850,2018,0,0,0
354850,2019,2,0,0
354850,2020,0,0,0
354870,2012,0,0,0
354870,2013,0,0,0
354870,2014,0,0,0
354870,2015,0,0,0
354870,2016,0,0,0
354870,2017,0,0,0
354870,2018,0,0,0
354870,2019,0,1,0
354870,2020,0,1,2
354880,2012,0,0,0
354880,2013,0,0,0
354880,2014,0,0,0
354880,2015,0,0,0
354880,2016,0,0,0
354880,2017,1,0,0
354880,2018,1,0,0
354880,2019,0,0,0
354880,2020,0,0,0
355030,2012,0,1,0
355030,2013,3,0,1
355030,2014,1,0,0
355030,2015,0,0,0
355030,2016,0,0,0
355030,2017,3,2,0
355030,2018,4,1,0
355030,2019,2,2,0
355030,2020,1,0,0
355100,2012,0,0,0
355100,2013,0,0,0
355100,2014,0,0,0
355100,2015,0,0,0
355100,2016,1,0,0
355100,2017,0,0,0
355100,2018,0,1,0
355100,2019,1,0,0
355100,2020,0,1,0
355170,2012,0,0,0
355170,2013,0,0,0
355170,2014,0,0,0
355170,2015,0,0,0
355170,2016,1,0,0
355170,2017,0,0,0
355170,2018,0,0,0
355170,2019,0,0,0
355170,2020,0,0,0
355220,2012,0,0,0
355220,2013,0,0,0
355220,2014,0,0,0
355220,2015,0,0,0
355220,2016,0,0,0
355220,2017,0,1,0
355220,2018,0,1,1
355220,2019,0,0,0
355220,2020,2,0,0
355240,2012,0,0,0
355240,2013,0,0,0
355240,2014,0,0,0
355240,2015,0,0,0
355240,2016,0,0,0
355240,2017,0,0,0
355240,2018,0,0,0
355240,2019,0,0,0
355240,2020,1,0,0
355250,2012,0,0,0
355250,2013,0,0,0
355250,2014,0,0,0
355250,2015,0,0,0
355250,2016,0,0,0
355250,2017,0,1,0
355250,2018,0,0,0
355250,2019,0,0,0
355250,2020,0,0,0
355280,2012,0,0,0
355280,2013,0,0,0
355280,2014,0,0,0
355280,2015,0,0,0
355280,2016,0,0,0
355280,2017,0,0,0
355280,2018,0,0,0
355280,2019,1,0,0
355280,2020,3,0,0
355410,2012,0,0,0
355410,2013,0,0,0
355410,2014,0,0,0
355410,2015,0,0,0
355410,2016,0,0,0
355410,2017,1,0,0
355410,2018,0,0,0
355410,2019,0,0,0
355410,2020,0,0,0
355650,2012,0,0,0
355650,2013,0,0,0
355650,2014,0,0,0
355650,2015,0,0,0
355650,2016,0,0,0
355650,2017,0,0,0
355650,2018,0,1,0
355650,2019,0,0,0
355650,2020,0,0,0
355700,2012,0,0,0
355700,2013,0,0,0
355700,2014,0,0,0
355700,2015,0,0,0
355700,2016,0,0,0
355700,2017,0,0,0
355700,2018,0,0,0
355700,2019,1,0,0
355700,2020,0,0,0
355710,2012,0,0,0
355710,2013,0,0,0
355710,2014,0,0,0
355710,2015,0,0,0
355710,2016,0,0,0
355710,2017,0,0,0
355710,2018,0,1,0
355710,2019,0,0,0
355710,2020,0,0,0
355715,2012,0,0,0
355715,2013,0,0,0
355715,2014,0,0,0
355715,2015,0,0,0
355715,2016,0,0,0
355715,2017,0,0,0
355715,2018,0,0,0
355715,2019,0,0,0
355715,2020,0,1,0
410480,2012,0,0,0
410480,2013,0,0,0
410480,2014,0,0,0
410480,2015,0,0,0
410480,2016,0,0,0
410480,2017,1,1,0
410480,2018,0,0,0
410480,2019,0,0,0
410480,2020,0,0,0
410500,2012,0,0,0
410500,2013,0,0,0
410500,2014,0,0,0
410500,2015,0,0,0
410500,2016,0,0,0
410500,2017,1,0,0
410500,2018,0,0,0
410500,2019,0,0,0
410500,2020,0,0,0
410580,2012,0,0,0
410580,2013,0,0,0
410580,2014,0,0,0
410580,2015,0,0,0
410580,2016,1,0,0
410580,2017,0,0,0
410580,2018,0,0,0
410580,2019,0,0,0
410580,2020,0,0,0
410690,2012,0,0,0
410690,2013,1,0,0
410690,2014,0,0,0
410690,2015,0,0,0
410690,2016,0,0,0
410690,2017,0,0,0
410690,2018,0,0,0
410690,2019,1,1,0
410690,2020,0,0,0
410790,2012,1,0,0
410790,2013,0,0,0
410790,2014,0,0,0
410790,2015,0,0,0
410790,2016,0,0,0
410790,2017,0,0,0
410790,2018,0,0,0
410790,2019,0,0,0
410790,2020,0,0,0
411330,2012,0,0,0
411330,2013,0,0,0
411330,2014,0,0,0
411330,2015,0,0,0
411330,2016,0,0,0
411330,2017,0,0,0
411330,2018,0,0,0
411330,2019,0,0,0
411330,2020,1,0,0
411780,2012,0,0,0
411780,2013,0,0,0
411780,2014,0,0,0
411780,2015,0,0,0
411780,2016,0,0,0
411780,2017,0,0,0
411780,2018,1,0,0
411780,2019,0,0,0
411780,2020,0,0,0
412060,2012,0,0,0
412060,2013,0,0,0
412060,2014,0,0,0
412060,2015,0,0,0
412060,2016,0,0,0
412060,2017,0,0,0
412060,2018,0,0,0
412060,2019,0,0,0
412060,2020,0,0,1
412080,2012,0,0,0
412080,2013,1,0,0
412080,2014,0,0,0
412080,2015,0,0,0
412080,2016,0,0,0
412080,2017,0,0,0
412080,2018,0,0,0
412080,2019,0,0,0
412080,2020,0,0,0
412600,2012,0,0,0
412600,2013,0,0,0
412600,2014,0,0,0
412600,2015,0,0,0
412600,2016,0,0,0
412600,2017,0,0,0
412600,2018,0,0,0
412600,2019,0,0,0
412600,2020,0,1,0
412855,2012,0,0,0
412855,2013,0,0,0
412855,2014,0,0,0
412855,2015,0,0,0
412855,2016,0,0,0
412855,2017,0,0,0
412855,2018,0,0,0
412855,2019,1,0,0
412855,2020,0,0,0
420240,2012,0,0,0
420240,2013,0,0,0
420240,2014,0,0,0
420240,2015,0,0,0
420240,2016,0,0,0
420240,2017,0,0,0
420240,2018,0,0,0
420240,2019,2,0,0
420240,2020,0,1,0
420700,2012,0,0,0
420700,2013,0,0,0
420700,2014,0,0,0
420700,2015,0,0,0
420700,2016,0,0,0
420700,2017,0,0,0
420700,2018,0,0,0
420700,2019,1,0,0
420700,2020,0,0,0
420820,2012,0,0,0
420820,2013,0,0,0
420820,2014,1,0,0
420820,2015,0,0,0
420820,2016,0,0,0
420820,2017,1,0,0
420820,2018,2,0,0
420820,2019,0,0,0
420820,2020,0,0,0
421130,2012,0,0,0
421130,2013,0,0,0
421130,2014,0,0,0
421130,2015,0,0,0
421130,2016,0,0,0
421130,2017,0,0,0
421130,2018,0,0,0
421130,2019,1,0,0
421130,2020,1,1,0
421150,2012,0,0,0
421150,2013,0,0,0
421150,2014,0,0,0
421150,2015,0,0,0
421150,2016,0,0,0
421150,2017,1,0,0
421150,2018,0,0,0
421150,2019,0,0,0
421150,2020,0,0,0
421250,2012,1,0,0
421250,2013,0,0,0
421250,2014,0,0,0
421250,2015,0,0,0
421250,2016,0,0,0
421250,2017,0,0,0
421250,2018,0,0,0
421250,2019,0,0,0
421250,2020,0,0,0
421480,2012,0,0,0
421480,2013,0,0,0
421480,2014,0,0,0
421480,2015,0,0,0
421480,2016,0,0,0
421480,2017,0,0,0
421480,2018,0,1,0
421480,2019,0,1,0
421480,2020,0,0,0
421700,2012,0,0,0
421700,2013,0,0,0
421700,2014,0,0,0
421700,2015,0,0,0
421700,2016,0,0,0
421700,2017,0,0,0
421700,2018,0,1,0
421700,2019,0,0,0
421700,2020,0,0,0
430310,2012,0,0,0
430310,2013,0,0,0
430310,2014,0,0,0
430310,2015,0,0,0
430310,2016,0,0,0
430310,2017,0,0,0
430310,2018,0,0,0
430310,2019,1,0,0
430310,2020,0,0,0
430350,2012,0,0,0
430350,2013,0,0,0
430350,2014,0,0,0
430350,2015,0,0,0
430350,2016,0,0,0
430350,2017,0,0,0
430350,2018,0,0,0
430350,2019,1,0,0
430350,2020,0,0,0
430460,2012,0,0,0
430460,2013,0,0,0
430460,2014,0,0,0
430460,2015,0,0,0
430460,2016,0,0,0
430460,2017,0,0,0
430460,2018,0,0,0
430460,2019,0,0,0
430460,2020,0,1,0
430700,2012,0,0,0
430700,2013,0,0,0
430700,2014,0,0,0
430700,2015,0,0,0
430700,2016,0,0,0
430700,2017,0,0,0
430700,2018,1,0,0
430700,2019,0,0,0
430700,2020,0,0,0
431290,2012,0,0,0
431290,2013,0,0,0
431290,2014,0,0,0
431290,2015,0,0,0
431290,2016,0,0,0
431290,2017,0,0,0
431290,2018,1,0,0
431290,2019,0,0,0
431290,2020,0,0,0
500270,2012,0,0,0
500270,2013,0,0,0
500270,2014,0,0,0
500270,2015,0,0,0
500270,2016,0,0,0
500270,2017,0,0,0
500270,2018,0,0,0
500270,2019,0,1,0
500270,2020,0,0,0
500345,2012,0,0,0
500345,2013,0,0,0
500345,2014,0,0,0
500345,2015,0,0,0
500345,2016,0,0,0
500345,2017,0,0,0
500345,2018,0,0,0
500345,2019,1,0,0
500345,2020,0,0,0
500570,2012,0,0,0
500570,2013,0,0,0
500570,2014,0,0,0
500570,2015,0,0,0
500570,2016,0,0,0
500570,2017,0,0,0
500570,2018,0,0,0
500570,2019,1,0,0
500570,2020,0,0,0
500800,2012,0,0,0
500800,2013,0,0,0
500800,2014,0,0,0
500800,2015,0,0,0
500800,2016,0,0,0
500800,2017,0,0,0
500800,2018,0,0,0
500800,2019,0,1,0
500800,2020,0,0,0
510025,2012,0,0,0
510025,2013,0,0,0
510025,2014,0,0,0
510025,2015,0,0,0
510025,2016,0,0,0
510025,2017,0,0,0
510025,2018,0,0,0
510025,2019,1,0,0
510025,2020,0,0,0
510340,2012,0,0,0
510340,2013,0,0,0
510340,2014,0,0,0
510340,2015,0,0,0
510340,2016,0,0,0
510340,2017,0,0,0
510340,2018,0,0,0
510340,2019,0,0,0
510340,2020,1,0,0
510510,2012,0,0,0
510510,2013,0,0,0
510510,2014,0,0,0
510510,2015,0,1,0
510510,2016,0,0,0
510510,2017,0,0,0
510510,2018,0,0,0
510510,2019,0,0,0
510510,2020,0,0,0
510525,2012,0,0,0
510525,2013,0,0,0
510525,2014,0,0,0
510525,2015,2,0,0
510525,2016,0,0,0
510525,2017,0,0,0
510525,2018,0,0,0
510525,2019,1,0,0
510525,2020,1,0,0
510622,2012,0,0,0
510622,2013,0,0,0
510622,2014,0,0,0
510622,2015,1,0,0
510622,2016,0,0,0
510622,2017,0,0,0
510622,2018,0,1,0
510622,2019,0,0,0
510622,2020,0,0,0
510637,2012,0,0,0
510637,2013,0,0,0
510637,2014,0,0,0
510637,2015,0,0,0
510637,2016,0,0,0
510637,2017,0,0,0
510637,2018,0,0,0
510637,2019,0,1,0
510637,2020,0,0,0
510792,2012,0,0,0
510792,2013,0,0,0
510792,2014,0,0,0
510792,2015,0,0,0
510792,2016,0,0,0
510792,2017,0,0,0
510792,2018,1,0,0
510792,2019,0,0,0
510792,2020,0,0,0
510840,2012,0,0,0
510840,2013,0,0,0
510840,2014,0,0,0
510840,2015,0,0,0
510840,2016,0,0,0
510840,2017,1,0,0
510840,2018,0,0,0
510840,2019,0,0,0
510840,2020,0,0,0
520005,2012,0,0,0
520005,2013,1,0,0
520005,2014,1,0,0
520005,2015,0,0,0
520005,2016,0,0,0
520005,2017,0,0,0
520005,2018,0,0,0
520005,2019,0,0,0
520005,2020,0,0,0
520025,2012,0,0,0
520025,2013,0,0,0
520025,2014,0,0,0
520025,2015,0,0,0
520025,2016,0,0,0
520025,2017,0,0,0
520025,2018,0,0,0
520025,2019,0,1,0
520025,2020,0,0,0
520110,2012,0,0,0
520110,2013,0,0,0
520110,2014,0,0,0
520110,2015,0,0,0
520110,2016,0,0,0
520110,2017,0,0,0
520110,2018,0,0,0
520110,2019,0,1,0
520110,2020,0,0,0
520140,2012,0,0,0
520140,2013,0,0,0
520140,2014,0,0,0
520140,2015,0,0,0
520140,2016,0,1,0
520140,2017,1,0,0
520140,2018,0,0,0
520140,2019,1,0,0
520140,2020,0,0,0
520350,2012,0,0,0
520350,2013,0,0,0
520350,2014,0,0,0
520350,2015,0,0,0
520350,2016,0,0,0
520350,2017,1,0,0
520350,2018,0,0,0
520350,2019,0,0,0
520350,2020,0,0,0
520360,2012,0,0,0
520360,2013,0,0,0
520360,2014,0,0,0
520360,2015,0,0,0
520360,2016,0,0,0
520360,2017,1,0,0
520360,2018,0,0,0
520360,2019,0,0,0
520360,2020,0,0,0
520450,2012,0,0,0
520450,2013,1,0,0
520450,2014,0,0,0
520450,2015,0,0,0
520450,2016,1,0,0
520450,2017,0,0,0
520450,2018,0,0,0
520450,2019,0,0,0
520450,2020,0,0,0
520549,2012,0,0,0
520549,2013,0,0,0
520549,2014,0,0,0
520549,2015,0,0,0
520549,2016,0,0,0
520549,2017,1,0,0
520549,2018,0,0,0
520549,2019,0,0,0
520549,2020,0,0,0
520620,2012,1,0,0
520620,2013,0,0,0
520620,2014,0,0,0
520620,2015,0,0,0
520620,2016,1,0,0
520620,2017,0,0,0
520620,2018,0,0,1
520620,2019,2,0,0
520620,2020,0,0,0
520740,2012,0,0,0
520740,2013,0,0,0
520740,2014,0,0,0
520740,2015,0,0,0
520740,2016,0,0,0
520740,2017,0,0,0
520740,2018,1,0,0
520740,2019,0,0,0
520740,2020,0,0,0
520860,2012,0,0,0
520860,2013,0,0,0
520860,2014,0,0,0
520860,2015,0,0,0
520860,2016,0,0,0
520860,2017,0,0,0
520860,2018,0,0,0
520860,2019,0,0,0
520860,2020,1,0,0
520910,2012,0,0,0
520910,2013,0,0,0
520910,2014,0,0,0
520910,2015,0,0,0
520910,2016,0,0,0
520910,2017,0,0,0
520910,2018,0,0,0
520910,2019,0,0,1
520910,2020,0,0,0
521000,2012,0,0,0
521000,2013,0,0,0
521000,2014,0,0,0
521000,2015,0,0,0
521000,2016,0,0,0
521000,2017,0,0,0
521000,2018,0,0,0
521000,2019,1,0,0
521000,2020,0,0,0
521380,2012,0,0,0
521380,2013,0,0,0
521380,2014,0,0,0
521380,2015,0,0,0
521380,2016,0,0,0
521380,2017,1,0,0
521380,2018,0,0,0
521380,2019,0,0,0
521380,2020,0,0,0
521880,2012,0,0,0
521880,2013,0,0,0
521880,2014,0,0,0
521880,2015,0,0,0
521880,2016,0,0,0
521880,2017,2,0,0
521880,2018,1,0,0
521880,2019,0,1,0
521880,2020,0,0,0
521930,2012,0,0,0
521930,2013,0,0,0
521930,2014,0,0,0
521930,2015,0,0,0
521930,2016,0,0,0
521930,2017,0,0,0
521930,2018,1,0,0
521930,2019,0,0,0
521930,2020,0,0,0
522045,2012,0,0,0
522045,2013,0,0,0
522045,2014,0,0,0
522045,2015,0,0,0
522045,2016,0,0,0
522045,2017,0,0,0
522045,2018,1,0,0
522045,2019,0,0,0
522045,2020,0,0,0
530010,2012,0,0,0
530010,2013,0,0,0
530010,2014,0,0,0
530010,2015,1,0,0
530010,2016,0,0,0
530010,2017,0,0,0
530010,2018,1,0,0
530010,2019,3,1,0
530010,2020,2,0,0
530040,2012,0,0,0
530040,2013,0,0,0
530040,2014,0,0,0
530040,2015,0,0,0
530040,2016,0,1,0
530040,2017,0,0,0
530040,2018,0,0,0
530040,2019,0,0,0
530040,2020,0,0,0
530140,2012,0,0,0
530140,2013,0,0,0
530140,2014,0,0,0
530140,2015,0,0,0
530140,2016,1,0,0
530140,2017,0,0,0
530140,2018,0,0,0
530140,2019,0,0,0
530140,2020,0,0,0
110001,2012,0,0,0
110001,2013,0,0,0
110001,2014,0,0,0
110001,2015,0,0,0
110001,2016,0,0,0
110001,2017,0,0,0
110001,2018,0,0,0
110001,2019,1,0,0
110001,2020,1,0,0
110020,2012,0,0,0
110020,2013,0,0,0
110020,2014,0,0,0
110020,2015,0,0,0
110020,2016,0,1,0
110020,2017,0,0,0
110020,2018,0,0,0
110020,2019,0,0,0
110020,2020,0,0,0
110037,2012,0,0,0
110037,2013,0,0,0
110037,2014,0,0,0
110037,2015,0,0,0
110037,2016,1,0,0
110037,2017,0,0,0
110037,2018,0,0,0
110037,2019,0,0,0
110037,2020,0,0,0
110045,2012,0,0,0
110045,2013,0,0,0
110045,2014,0,0,0
110045,2015,0,0,0
110045,2016,0,0,0
110045,2017,1,0,0
110045,2018,0,0,0
110045,2019,0,0,0
110045,2020,0,0,0
110070,2012,0,0,0
110070,2013,0,0,0
110070,2014,0,0,0
110070,2015,0,0,0
110070,2016,1,0,0
110070,2017,0,0,0
110070,2018,0,0,0
110070,2019,0,0,0
110070,2020,0,0,0
110147,2012,0,0,0
110147,2013,0,0,0
110147,2014,0,0,0
110147,2015,1,0,0
110147,2016,0,0,0
110147,2017,0,0,0
110147,2018,0,0,0
110147,2019,0,0,0
110147,2020,0,0,0
120020,2012,0,0,0
120020,2013,0,0,0
120020,2014,0,0,0
120020,2015,0,0,0
120020,2016,0,0,0
120020,2017,0,0,0
120020,2018,1,0,0
120020,2019,0,0,0
120020,2020,0,0,0
120032,2012,0,1,0
120032,2013,1,0,0
120032,2014,0,0,0
120032,2015,0,0,0
120032,2016,0,0,0
120032,2017,1,0,0
120032,2018,0,0,0
120032,2019,0,0,0
120032,2020,1,1,0
120040,2012,0,0,0
120040,2013,0,0,0
120040,2014,0,0,0
120040,2015,0,0,0
120040,2016,0,0,0
120040,2017,0,0,0
120040,2018,0,0,0
120040,2019,0,0,0
120040,2020,1,2,0
130190,2012,0,0,0
130190,2013,0,0,0
130190,2014,0,0,0
130190,2015,0,0,0
130190,2016,0,0,0
130190,2017,0,1,0
130190,2018,0,0,0
130190,2019,0,0,0
130190,2020,0,0,0
130260,2012,0,0,0
130260,2013,0,0,0
130260,2014,0,0,0
130260,2015,1,0,0
130260,2016,2,0,0
130260,2017,0,1,0
130260,2018,0,0,0
130260,2019,0,0,0
130260,2020,0,2,1
140010,2012,0,0,0
140010,2013,0,0,0
140010,2014,0,0,0
140010,2015,0,0,0
140010,2016,0,0,0
140010,2017,0,0,0
140010,2018,0,0,0
140010,2019,0,0,0
140010,2020,3,0,0
140015,2012,0,0,0
140015,2013,0,0,0
140015,2014,0,0,0
140015,2015,0,0,0
140015,2016,0,0,0
140015,2017,0,0,0
140015,2018,1,0,0
140015,2019,0,0,0
140015,2020,0,0,0
150020,2012,0,0,0
150020,2013,0,0,0
150020,2014,0,0,0
150020,2015,0,0,0
150020,2016,0,1,0
150020,2017,0,0,0
150020,2018,0,0,0
150020,2019,0,0,0
150020,2020,0,0,0
150080,2012,0,0,0
150080,2013,0,0,0
150080,2014,0,0,0
150080,2015,0,0,0
150080,2016,0,0,0
150080,2017,0,0,0
150080,2018,0,0,0
150080,2019,1,0,0
150080,2020,0,1,0
150130,2012,0,0,0
150130,2013,0,0,0
150130,2014,0,0,0
150130,2015,1,0,0
150130,2016,0,0,0
150130,2017,0,0,0
150130,2018,0,0,0
150130,2019,0,0,0
150130,2020,0,0,0
150140,2012,0,0,0
150140,2013,0,0,0
150140,2014,0,0,0
150140,2015,0,0,0
150140,2016,0,0,0
150140,2017,0,1,0
150140,2018,1,0,0
150140,2019,0,0,0
150140,2020,0,0,0
150160,2012,0,3,0
150160,2013,0,0,0
150160,2014,0,0,0
150160,2015,2,0,0
150160,2016,5,0,1
150160,2017,4,1,0
150160,2018,1,1,0
150160,2019,1,1,0
150160,2020,0,0,0
150172,2012,0,0,0
150172,2013,0,0,0
150172,2014,0,0,0
150172,2015,0,0,0
150172,2016,0,0,0
150172,2017,0,0,0
150172,2018,0,0,0
150172,2019,0,0,0
150172,2020,1,0,0
150240,2012,0,0,0
150240,2013,0,0,0
150240,2014,1,0,0
150240,2015,0,0,0
150240,2016,0,0,0
150240,2017,0,0,0
150240,2018,0,0,0
150240,2019,0,0,0
150240,2020,0,0,0
150276,2012,0,0,0
150276,2013,1,0,0
150276,2014,0,0,0
150276,2015,0,0,0
150276,2016,0,0,0
150276,2017,0,0,0
150276,2018,0,0,0
150276,2019,0,0,0
150276,2020,0,0,0
150295,2012,0,0,0
150295,2013,0,0,0
150295,2014,0,0,0
150295,2015,0,0,0
150295,2016,1,0,0
150295,2017,0,0,0
150295,2018,0,0,0
150295,2019,0,0,0
150295,2020,0,0,0
150304,2012,1,0,0
150304,2013,0,0,0
150304,2014,0,0,0
150304,2015,0,0,0
150304,2016,0,0,0
150304,2017,0,0,0
150304,2018,0,0,0
150304,2019,0,0,0
150304,2020,0,0,0
150309,2012,0,0,0
150309,2013,0,0,0
150309,2014,0,0,0
150309,2015,0,0,0
150309,2016,0,0,0
150309,2017,0,1,0
150309,2018,0,0,0
150309,2019,0,0,0
150309,2020,0,2,0
150340,2012,0,0,0
150340,2013,0,0,0
150340,2014,0,0,0
150340,2015,0,0,0
150340,2016,0,0,0
150340,2017,0,0,0
150340,2018,1,0,0
150340,2019,0,0,0
150340,2020,0,0,0
150345,2012,0,0,0
150345,2013,0,0,0
150345,2014,0,0,0
150345,2015,0,0,0
150345,2016,0,0,0
150345,2017,0,0,0
150345,2018,1,0,0
150345,2019,0,0,0
150345,2020,0,0,0
150360,2012,0,0,0
150360,2013,0,0,0
150360,2014,0,0,0
150360,2015,0,0,0
150360,2016,0,0,0
150360,2017,1,0,0
150360,2018,0,0,0
150360,2019,0,0,0
150360,2020,0,0,0
150390,2012,0,0,0
150390,2013,0,0,0
150390,2014,0,0,0
150390,2015,0,0,0
150390,2016,0,0,0
150390,2017,0,0,0
150390,2018,0,0,0
150390,2019,1,0,0
150390,2020,0,0,0
150420,2012,0,0,0
150420,2013,0,0,0
150420,2014,0,0,0
150420,2015,0,0,0
150420,2016,0,1,0
150420,2017,0,0,0
150420,2018,0,0,0
150420,2019,0,0,0
150420,2020,0,0,0
150445,2012,0,0,0
150445,2013,0,0,0
150445,2014,0,0,0
150445,2015,0,0,0
150445,2016,0,0,0
150445,2017,0,1,0
150445,2018,0,0,0
150445,2019,0,0,0
150445,2020,0,0,0
150553,2012,0,0,0
150553,2013,0,0,0
150553,2014,0,0,0
150553,2015,0,0,0
150553,2016,0,0,0
150553,2017,0,0,0
150553,2018,0,0,0
150553,2019,0,0,0
150553,2020,1,0,0
150570,2012,0,0,0
150570,2013,0,2,0
150570,2014,0,0,0
150570,2015,0,1,0
150570,2016,0,0,0
150570,2017,1,0,0
150570,2018,1,1,0
150570,2019,0,0,0
150570,2020,1,0,0
150610,2012,0,0,0
150610,2013,0,0,0
150610,2014,0,0,0
150610,2015,3,0,0
150610,2016,3,0,0
150610,2017,4,3,0
150610,2018,6,0,0
150610,2019,2,1,0
150610,2020,2,0,0
150613,2012,0,0,0
150613,2013,0,0,0
150613,2014,0,0,0
150613,2015,1,0,0
150613,2016,0,0,0
150613,2017,0,1,0
150613,2018,0,0,0
150613,2019,0,0,0
150613,2020,0,0,0
150700,2012,0,0,0
150700,2013,0,0,0
150700,2014,1,0,0
150700,2015,0,0,0
150700,2016,0,0,0
150700,2017,0,0,0
150700,2018,0,0,0
150700,2019,0,0,0
150700,2020,0,1,0
150730,2012,0,0,0
150730,2013,0,0,0
150730,2014,0,1,0
150730,2015,0,0,0
150730,2016,0,0,0
150730,2017,0,0,0
150730,2018,0,0,0
150730,2019,0,0,0
150730,2020,0,0,0
160030,2012,0,0,0
160030,2013,0,0,0
160030,2014,0,0,0
160030,2015,0,0,0
160030,2016,1,0,0
160030,2017,0,0,0
160030,2018,0,0,0
160030,2019,0,0,0
160030,2020,0,0,0
160080,2012,0,0,0
160080,2013,0,0,0
160080,2014,0,0,0
160080,2015,0,0,0
160080,2016,0,0,0
160080,2017,0,0,0
160080,2018,0,0,0
160080,2019,0,0,0
160080,2020,1,0,0
170035,2012,0,0,0
170035,2013,0,0,0
170035,2014,0,0,0
170035,2015,0,0,0
170035,2016,0,0,0
170035,2017,0,0,0
170035,2018,1,0,0
170035,2019,0,0,0
170035,2020,0,0,0
170210,2012,0,0,0
170210,2013,0,0,0
170210,2014,0,0,0
170210,2015,0,0,0
170210,2016,0,0,0
170210,2017,0,0,0
170210,2018,1,0,0
170210,2019,0,1,0
170210,2020,0,0,0
170290,2012,0,0,0
170290,2013,0,0,0
170290,2014,0,0,0
170290,2015,0,0,0
170290,2016,1,0,0
170290,2017,0,0,0
170290,2018,0,0,0
170290,2019,0,0,0
170290,2020,0,0,0
170389,2012,1,0,0
170389,2013,0,0,0
170389,2014,0,0,0
170389,2015,0,0,0
170389,2016,0,0,0
170389,2017,0,0,0
170389,2018,0,0,0
170389,2019,0,0,0
170389,2020,0,0,0
170550,2012,0,0,0
170550,2013,0,0,0
170550,2014,0,0,0
170550,2015,0,0,0
170550,2016,0,0,0
170550,2017,1,0,0
170550,2018,0,0,0
170550,2019,0,0,0
170550,2020,0,0,0
170700,2012,0,0,0
170700,2013,0,0,0
170700,2014,0,0,0
170700,2015,0,0,0
170700,2016,0,0,0
170700,2017,0,0,0
170700,2018,0,0,0
170700,2019,0,0,0
170700,2020,0,0,0
170770,2012,0,0,0
170770,2013,0,0,0
170770,2014,0,0,0
170770,2015,0,0,0
170770,2016,0,0,0
170770,2017,0,0,0
170770,2018,0,0,0
170770,2019,0,0,0
170770,2020,1,0,0
170900,2012,0,0,0
170900,2013,0,0,0
170900,2014,0,0,0
170900,2015,0,0,0
170900,2016,0,0,0
170900,2017,0,0,0
170900,2018,0,1,0
170900,2019,0,0,0
170900,2020,0,0,0
170950,2012,0,0,0
170950,2013,0,0,0
170950,2014,0,0,0
170950,2015,0,0,0
170950,2016,1,0,0
170950,2017,0,0,0
170950,2018,0,0,0
170950,2019,0,0,0
170950,2020,0,0,0
171430,2012,1,0,0
171430,2013,0,0,0
171430,2014,0,0,0
171430,2015,0,0,0
171430,2016,1,0,0
171430,2017,0,0,0
